TransactionID,itemDescription
2560_2015-11-26,"beef,berries,fruit/vegetable juice,misc. beverages,pip fruit,pork,root vegetables,sausage,soda"
2561_2014-04-19,"frozen fish,whole milk"
2561_2014-11-27,"citrus fruit,domestic eggs,flour"
2561_2015-02-26,"root vegetables,whipped/sour cream"
2561_2015-08-19,"sausage,white wine"
2562_2014-04-30,"frozen meals,long life bakery product,nut snack,whole milk"
2562_2014-05-17,"coffee,oil"
2562_2014-07-13,"meat spreads,other vegetables"
2562_2014-11-14,"root vegetables,yogurt"
2563_2015-01-06,"bottled beer,frozen meals,other vegetables"
2563_2015-06-03,"chicken,rolls/buns,whole milk,yogurt"
2563_2015-08-03,"detergent,ham,pip fruit,whole milk"
2563_2015-12-29,"coffee,domestic eggs,whole milk"
2564_2014-01-14,"long life bakery product,rolls/buns,root vegetables"
2564_2014-12-20,"butter,curd"
2564_2015-05-12,"frozen dessert,pastry"
2564_2015-07-14,"frankfurter,white wine"
2565_2014-05-01,"sausage,sliced cheese"
2565_2014-09-16,"jam,yogurt"
2565_2015-04-29,"bottled beer,butter milk,pip fruit,root vegetables,tropical fruit,waffles"
2565_2015-09-28,"frozen dessert,sausage"
2566_2015-01-31,"pastry,specialty cheese,whole milk"
2567_2014-07-22,"bottled beer,grapes"
2568_2014-11-21,"hard cheese,waffles"
2568_2014-12-22,"candy,canned beer"
2568_2015-05-19,"flour,other vegetables,whipped/sour cream"
2568_2015-07-22,"pork,tropical fruit"
2568_2015-08-20,"beef,frozen vegetables,root vegetables,sugar"
2568_2015-09-22,"flour,other vegetables,pip fruit"
2568_2015-10-09,"dish cleaner,pip fruit,sausage"
2569_2014-10-14,"margarine,specialty bar"
2569_2015-06-30,"beverages,white wine"
2569_2015-07-16,"cream cheese ,whipped/sour cream,yogurt"
2570_2014-02-25,"other vegetables,roll products "
2570_2014-06-19,"frozen potato products,root vegetables"
2570_2014-07-29,"bottled water,long life bakery product,yogurt"
2570_2015-03-19,"other vegetables,roll products "
2570_2015-08-24,"oil,soda"
2571_2014-07-07,"long life bakery product,pastry,sliced cheese,yogurt"
2571_2015-05-02,"root vegetables,tropical fruit"
2571_2015-07-17,"frankfurter,sugar"
2572_2015-05-27,"dog food,soda"
2573_2014-01-07,"brown bread,zwieback"
2573_2014-01-19,"Instant food products,ham"
2573_2014-01-21,"pastry,soda"
2573_2014-05-08,"long life bakery product,rolls/buns"
2573_2015-01-03,"candy,ham,hard cheese,pastry,specialty bar,tropical fruit,whole milk,yogurt"
2574_2014-10-26,"beverages,jam"
2574_2015-05-18,"canned beer,meat"
2574_2015-08-25,"seasonal products,turkey"
2574_2015-12-11,"curd,frozen vegetables,hygiene articles,other vegetables,salty snack"
2575_2015-02-22,"beef,citrus fruit"
2575_2015-03-13,"chicken,pot plants"
2576_2014-07-10,"napkins,popcorn"
2576_2014-12-25,"fruit/vegetable juice,meat"
2577_2014-03-08,"butter,root vegetables"
2577_2014-06-28,"citrus fruit,sausage"
2577_2015-01-26,"ice cream,other vegetables"
2577_2015-10-25,"dessert,sausage"
2578_2014-01-30,"frozen fish,whole milk"
2578_2014-04-19,"house keeping products,mayonnaise,rolls/buns"
2578_2014-11-07,"other vegetables,shopping bags"
2578_2015-01-25,"bottled beer,bottled water,tropical fruit"
2578_2015-05-28,"brown bread,root vegetables"
2578_2015-11-26,"canned beer,rolls/buns"
2578_2015-12-01,"curd,root vegetables,whole milk,yogurt"
2579_2014-10-25,"bathroom cleaner,liquor"
2579_2014-12-12,"cream cheese ,yogurt"
2579_2015-04-08,"white wine,whole milk"
2580_2014-04-03,"salad dressing,whipped/sour cream"
2580_2015-04-11,"chicken,sausage"
2580_2015-09-04,"beef,yogurt"
2580_2015-10-24,"tropical fruit,yogurt"
2580_2015-11-17,"newspapers,other vegetables,pip fruit"
2581_2014-03-17,"sparkling wine,specialty bar"
2581_2014-05-26,"bottled water,dessert"
2581_2014-08-02,"canned beer,curd"
2581_2015-08-22,"canned beer,citrus fruit,frozen meals,soda"
2581_2015-12-14,"coffee,meat"
2582_2015-03-06,"bathroom cleaner,chicken,fruit/vegetable juice,grapes,other vegetables,soda"
2582_2015-11-14,"cat food,meat,processed cheese,root vegetables"
2583_2015-02-15,"chicken,salt,tropical fruit"
2583_2015-03-26,"berries,pip fruit"
2584_2014-02-14,"Instant food products,whole milk"
2584_2014-03-11,"hard cheese,whole milk"
2584_2014-04-02,"bottled beer,curd,whole milk"
2584_2014-05-18,"chicken,domestic eggs"
2584_2014-06-19,"curd,flower (seeds),soda"
2584_2014-11-30,"bottled water,hard cheese,other vegetables"
2584_2015-03-31,"rolls/buns,shopping bags,whole milk"
2584_2015-04-25,"shopping bags,soap"
2585_2014-05-17,"UHT-milk,soda,whole milk"
2585_2014-09-28,"frozen vegetables,rolls/buns"
2585_2015-02-13,"other vegetables,whole milk"
2585_2015-03-14,"butter,soda"
2586_2015-07-10,"UHT-milk,tropical fruit"
2586_2015-10-26,"cling film/bags,meat,whipped/sour cream"
2587_2014-10-29,"flower (seeds),margarine"
2587_2014-10-30,"honey,newspapers,pork"
2587_2014-12-11,"fruit/vegetable juice,ketchup"
2587_2015-05-07,"canned beer,tropical fruit"
2587_2015-06-02,"UHT-milk,frozen vegetables,pastry,soda"
2588_2014-01-07,"coffee,whole milk"
2588_2015-12-28,"citrus fruit,coffee,yogurt"
2589_2014-03-31,whole milk
2589_2014-04-11,"cookware,spices"
2589_2014-06-07,"bottled water,whipped/sour cream,whole milk"
2589_2014-10-04,"artif. sweetener,grapes,shopping bags"
2589_2014-10-23,"butter milk,whole milk"
2589_2015-02-12,"canned beer,other vegetables,rolls/buns,sausage"
2589_2015-04-29,"cereals,fruit/vegetable juice,ice cream"
2590_2014-08-27,"snack products,tropical fruit"
2590_2014-09-03,"frozen dessert,soda"
2590_2015-06-25,"dog food,packaged fruit/vegetables"
2590_2015-09-28,"hamburger meat,whole milk"
2590_2015-12-16,"pot plants,whipped/sour cream"
2591_2014-09-01,"beverages,soda"
2591_2014-12-10,root vegetables
2592_2014-09-08,"curd,grapes,shopping bags"
2592_2015-03-20,"chicken,rolls/buns,yogurt"
2592_2015-04-23,"fruit/vegetable juice,margarine,sugar"
2592_2015-07-04,"canned beer,onions"
2592_2015-09-25,"bottled beer,pork"
2592_2015-10-01,"sausage,soda"
2593_2014-04-13,"newspapers,shopping bags"
2593_2014-04-16,"UHT-milk,yogurt"
2593_2014-10-13,"soups,tropical fruit"
2594_2014-01-06,"hard cheese,soft cheese"
2594_2014-07-25,"root vegetables,yogurt"
2594_2014-09-15,"pastry,yogurt"
2594_2015-05-21,"citrus fruit,whole milk"
2595_2014-01-03,"chewing gum,rolls/buns"
2595_2014-01-06,"cream cheese ,curd,domestic eggs"
2595_2014-08-18,"brown bread,tropical fruit"
2595_2014-11-11,"herbs,rum"
2595_2015-01-23,"curd,dessert,pastry,rolls/buns,sausage,whole milk,yogurt"
2597_2014-02-04,"domestic eggs,fruit/vegetable juice"
2597_2014-04-15,"cream cheese ,root vegetables"
2597_2014-09-21,"sausage,whole milk"
2597_2014-10-25,"pip fruit,root vegetables"
2597_2015-02-13,"onions,pork"
2597_2015-05-08,"napkins,sausage"
2597_2015-08-15,"berries,bottled beer,soda"
2598_2015-11-11,"brandy,pastry,soda"
2599_2015-01-27,"curd,salty snack,sausage"
2599_2015-05-06,"chicken,curd"
2599_2015-07-30,"cake bar,cream cheese ,frozen vegetables,nuts/prunes,specialty chocolate,white wine,yogurt"
2599_2015-11-22,"liquor,other vegetables,tropical fruit"
2600_2014-07-12,"berries,whole milk"
2600_2014-09-28,"bottled beer,curd,pastry"
2600_2015-01-28,"frozen meals,frozen vegetables,yogurt"
2600_2015-02-18,"cake bar,pork"
2600_2015-04-29,"female sanitary products,frozen potato products,fruit/vegetable juice,other vegetables,whole milk"
2600_2015-05-12,"fruit/vegetable juice,pip fruit"
2600_2015-12-16,"other vegetables,pet care"
2601_2014-02-28,"curd,soda"
2601_2015-03-26,"ham,pastry,processed cheese,rolls/buns,root vegetables,soups,whole milk"
2601_2015-04-30,"beef,specialty chocolate"
2601_2015-05-20,"bottled beer,other vegetables"
2601_2015-06-27,"baking powder,other vegetables,ready soups"
2601_2015-10-22,"canned beer,margarine,pastry"
2602_2014-01-03,"frankfurter,whole milk"
2602_2014-01-20,"cream cheese ,whole milk"
2602_2014-02-04,"pot plants,prosecco,sausage"
2602_2014-04-18,"cream cheese ,tropical fruit"
2602_2015-02-08,"margarine,sausage,tropical fruit"
2602_2015-12-11,"bottled water,newspapers,root vegetables,shopping bags,soups"
2603_2014-06-28,"shopping bags,soda,spread cheese,yogurt"
2604_2014-04-03,"butter milk,whole milk"
2604_2014-09-17,"dishes,grapes,whipped/sour cream"
2604_2015-01-26,"citrus fruit,white bread"
2604_2015-02-12,"frankfurter,mayonnaise,other vegetables,root vegetables"
2604_2015-09-20,"bottled water,dishes,tropical fruit"
2605_2014-06-02,"other vegetables,pork,white bread,yogurt"
2605_2014-08-30,"ketchup,potato products"
2606_2014-01-11,"candles,whole milk"
2606_2014-08-22,"citrus fruit,whole milk"
2606_2015-01-26,"chicken,liquor,rolls/buns,tropical fruit"
2607_2014-01-25,"margarine,misc. beverages"
2607_2014-11-20,"ice cream,whipped/sour cream"
2608_2014-05-02,"cream cheese ,tropical fruit"
2608_2014-10-17,"pastry,whole milk"
2608_2014-11-19,"pasta,yogurt"
2608_2015-09-19,"other vegetables,rolls/buns"
2609_2014-06-04,"beverages,semi-finished bread,sliced cheese"
2609_2015-08-26,"coffee,frankfurter"
2610_2014-01-01,"bottled beer,domestic eggs,hamburger meat"
2610_2015-02-26,"rolls/buns,shopping bags"
2610_2015-10-21,"meat,pastry"
2611_2014-02-16,"margarine,roll products "
2611_2014-04-26,"chewing gum,domestic eggs,packaged fruit/vegetables"
2611_2014-12-29,"bottled water,frankfurter"
2612_2014-05-30,"bottled water,tropical fruit"
2612_2014-06-02,"newspapers,specialty bar,white bread"
2612_2014-06-04,"citrus fruit,pastry"
2612_2014-06-11,"berries,pastry,soda"
2612_2014-07-30,"soda,white bread"
2612_2015-02-01,"pip fruit,tropical fruit"
2612_2015-05-31,"beverages,dessert,frozen meals,red/blush wine"
2613_2014-05-24,"domestic eggs,yogurt"
2613_2015-01-09,"soda,soups,specialty bar,whipped/sour cream"
2613_2015-02-03,"soda,yogurt"
2613_2015-04-11,"soda,white bread,yogurt"
2613_2015-05-24,"misc. beverages,rolls/buns"
2613_2015-08-23,"domestic eggs,newspapers,other vegetables,semi-finished bread"
2614_2015-06-25,"rolls/buns,whole milk"
2615_2014-01-19,"bottled water,frozen vegetables"
2615_2014-05-29,"chocolate,rolls/buns"
2616_2014-04-09,"candy,soda"
2616_2014-10-24,"newspapers,root vegetables"
2616_2015-03-17,"pork,whole milk"
2616_2015-05-16,"pip fruit,pork"
2617_2014-02-22,"other vegetables,yogurt"
2617_2014-05-27,"chewing gum,frozen vegetables"
2617_2014-06-19,"frozen meals,liquor,rolls/buns"
2617_2014-08-12,"root vegetables,whole milk,yogurt"
2617_2014-11-16,"ham,rolls/buns"
2617_2015-01-03,"pastry,soda"
2617_2015-05-22,"dessert,whole milk"
2618_2014-01-05,"bottled water,flower (seeds),specialty chocolate,whipped/sour cream"
2618_2014-01-12,"long life bakery product,salty snack"
2618_2014-09-06,"misc. beverages,soda"
2618_2015-09-14,"berries,bottled beer,tropical fruit,yogurt"
2618_2015-12-03,"artif. sweetener,fruit/vegetable juice,misc. beverages,newspapers"
2619_2014-01-12,"condensed milk,shopping bags"
2619_2014-09-05,"other vegetables,pot plants,yogurt"
2619_2014-12-24,"other vegetables,whole milk"
2620_2014-04-19,"hamburger meat,whipped/sour cream"
2620_2014-05-09,"dessert,rolls/buns"
2620_2015-06-11,"ice cream,pork"
2620_2015-12-14,"sausage,whole milk"
2621_2014-06-26,"female sanitary products,root vegetables"
2621_2014-09-27,"UHT-milk,pip fruit"
2622_2015-03-07,"onions,pip fruit"
2622_2015-07-17,"grapes,hard cheese,other vegetables,pip fruit,rolls/buns,sausage"
2622_2015-10-01,"canned fish,other vegetables"
2623_2014-05-13,"canned beer,chocolate,fish"
2623_2014-11-22,"brown bread,whole milk"
2623_2015-10-10,"margarine,processed cheese,rolls/buns,whole milk"
2624_2015-05-21,"specialty chocolate,tropical fruit"
2624_2015-08-18,"ice cream,whipped/sour cream"
2625_2014-07-21,"bottled water,whole milk"
2625_2014-09-06,"brown bread,yogurt"
2625_2014-09-24,"pork,whole milk"
2625_2014-12-14,"pork,specialty chocolate"
2625_2015-02-18,"chicken,newspapers,whole milk"
2625_2015-03-06,"baking powder,bottled beer,chicken,curd"
2625_2015-03-22,"citrus fruit,cream cheese ,shopping bags"
2625_2015-04-08,"citrus fruit,frozen meals,margarine,other vegetables,pork,sausage,yogurt"
2625_2015-10-03,"chicken,rolls/buns"
2625_2015-11-18,"long life bakery product,other vegetables,specialty bar"
2626_2014-02-14,"chocolate,other vegetables,yogurt"
2626_2014-08-09,"canned beer,hygiene articles,soda,whole milk"
2627_2014-02-18,"beverages,coffee"
2627_2014-05-17,"cat food,liquor (appetizer)"
2627_2015-10-31,"frozen vegetables,other vegetables,rolls/buns,yogurt"
2628_2014-12-02,"berries,candy"
2629_2014-04-29,"frozen vegetables,onions"
2629_2014-05-26,"candy,whole milk"
2629_2014-07-09,"shopping bags,tropical fruit,whole milk"
2629_2015-04-26,"curd cheese,hard cheese,long life bakery product,whole milk"
2629_2015-12-06,"canned beer,chicken,condensed milk,frozen dessert,fruit/vegetable juice,light bulbs,liver loaf,whole milk"
2630_2014-01-11,"processed cheese,root vegetables"
2630_2015-01-21,"shopping bags,soda,white wine"
2630_2015-02-15,"frankfurter,fruit/vegetable juice"
2631_2014-02-20,"frozen vegetables,root vegetables"
2631_2014-09-29,"hair spray,waffles,whole milk"
2631_2015-09-27,"root vegetables,sausage"
2632_2014-03-08,"frozen vegetables,rolls/buns"
2632_2014-06-22,"beef,sugar"
2632_2014-12-10,"other vegetables,whole milk"
2632_2015-01-16,"butter,frozen meals,fruit/vegetable juice,rolls/buns"
2632_2015-03-02,"frozen vegetables,long life bakery product,root vegetables,sausage,whole milk"
2632_2015-05-24,"domestic eggs,whipped/sour cream"
2632_2015-07-01,"coffee,pork"
2632_2015-08-17,"citrus fruit,frozen meals"
2632_2015-09-23,"canned vegetables,meat,pot plants"
2633_2014-05-16,"bottled water,other vegetables"
2633_2014-07-28,"long life bakery product,waffles"
2633_2014-09-07,"frozen meals,frozen potato products"
2633_2015-02-14,"brown bread,frankfurter,root vegetables,whole milk"
2633_2015-07-10,"hard cheese,rolls/buns,white wine"
2633_2015-11-27,"newspapers,other vegetables,waffles"
2634_2015-04-22,"berries,newspapers,other vegetables,whipped/sour cream"
2635_2015-06-11,"berries,frankfurter,rolls/buns,tropical fruit"
2635_2015-09-17,"specialty bar,whole milk"
2636_2015-05-19,"hamburger meat,margarine"
2636_2015-09-11,"chewing gum,finished products,onions,pastry,sausage,sliced cheese,whole milk,yogurt"
2637_2014-06-18,"fruit/vegetable juice,whole milk"
2637_2014-09-18,"rolls/buns,whole milk"
2638_2014-01-06,"misc. beverages,root vegetables"
2638_2014-10-10,"mayonnaise,photo/film,turkey"
2639_2014-06-08,"bottled beer,canned fish,fruit/vegetable juice"
2639_2015-10-30,"other vegetables,sausage"
2639_2015-11-12,"citrus fruit,curd,pip fruit"
2640_2015-04-22,other vegetables
2641_2014-04-01,"brown bread,male cosmetics"
2641_2014-07-20,"butter,soda"
2641_2014-07-23,"frozen potato products,oil"
2641_2015-01-01,"frozen meals,other vegetables"
2641_2015-03-01,"beverages,frozen fruits,fruit/vegetable juice,whole milk"
2642_2014-01-09,"long life bakery product,yogurt"
2642_2014-06-15,"frozen vegetables,pet care,spices"
2642_2015-04-01,"beverages,frankfurter"
2643_2014-04-16,"citrus fruit,waffles"
2643_2014-12-12,"rolls/buns,spread cheese"
2643_2015-04-21,"tropical fruit,whole milk"
2643_2015-11-08,"dessert,hygiene articles"
2643_2015-12-01,"coffee,dessert,fruit/vegetable juice,tropical fruit"
2644_2014-03-29,"chocolate,newspapers,sausage"
2644_2014-05-05,"misc. beverages,pet care"
2644_2014-05-21,"Instant food products,coffee"
2645_2014-06-16,"domestic eggs,red/blush wine"
2645_2014-08-07,"dessert,yogurt"
2645_2014-10-09,"chewing gum,oil"
2645_2014-10-23,"bottled water,soda"
2645_2014-11-15,"canned beer,napkins"
2645_2014-12-23,"hygiene articles,pastry"
2645_2015-06-26,"newspapers,processed cheese,rolls/buns,syrup"
2645_2015-06-27,"rolls/buns,soda"
2646_2014-10-23,"napkins,pastry"
2646_2015-06-03,"liver loaf,soda"
2646_2015-11-11,"rolls/buns,root vegetables,specialty chocolate"
2648_2014-04-25,"packaged fruit/vegetables,root vegetables"
2648_2014-05-22,"coffee,soda"
2648_2015-01-29,"citrus fruit,root vegetables"
2648_2015-07-10,"root vegetables,tropical fruit"
2648_2015-11-08,"beef,fruit/vegetable juice,margarine,pork"
2649_2014-02-18,"hard cheese,whole milk"
2649_2014-08-02,"bottled water,shopping bags"
2649_2014-09-03,"baking powder,liqueur"
2649_2015-11-28,"chocolate,root vegetables"
2650_2014-08-09,"roll products ,seasonal products,soda"
2650_2015-05-11,"citrus fruit,coffee,domestic eggs,soda,tropical fruit"
2650_2015-10-05,"beef,other vegetables,semi-finished bread,shopping bags,soda,white wine"
2650_2015-11-22,"frankfurter,soda"
2651_2014-01-08,"dishes,shopping bags"
2651_2014-09-11,"turkey,white bread"
2652_2014-09-04,"ham,seasonal products,waffles"
2652_2015-08-01,"kitchen towels,pastry,yogurt"
2652_2015-12-26,"candy,chicken,margarine,pastry,pip fruit,soda,whole milk"
2653_2014-04-21,"pastry,yogurt"
2653_2014-06-06,"dessert,dog food,newspapers"
2653_2015-03-02,"other vegetables,whipped/sour cream"
2653_2015-04-17,"brown bread,candy,chocolate"
2653_2015-12-07,"spread cheese,whole milk"
2654_2014-04-07,"bottled beer,misc. beverages"
2654_2014-08-08,"other vegetables,soda,sweet spreads,whole milk"
2654_2015-03-03,"cat food,citrus fruit,root vegetables"
2654_2015-08-17,"coffee,curd,frankfurter"
2654_2015-09-22,"frankfurter,rolls/buns,whole milk"
2654_2015-11-25,"berries,pasta,sausage"
2655_2015-01-05,"pastry,sausage,shopping bags"
2655_2015-07-01,"pork,rolls/buns"
2656_2014-03-31,"margarine,newspapers"
2656_2014-06-05,"bottled water,yogurt"
2656_2014-10-19,"dish cleaner,pot plants"
2656_2015-02-02,"cleaner,hamburger meat"
2656_2015-12-16,"beef,bottled beer"
2657_2015-04-01,"bottled water,dessert,hamburger meat,pasta"
2657_2015-05-21,"bottled beer,frozen dessert"
2658_2014-09-28,"rolls/buns,root vegetables"
2658_2015-10-16,"butter milk,canned beer,margarine,semi-finished bread,yogurt"
2659_2014-07-28,"hamburger meat,tea,tropical fruit"
2659_2015-05-08,"domestic eggs,nut snack,other vegetables,sausage,shopping bags,yogurt"
2659_2015-06-01,"brown bread,hamburger meat,rolls/buns"
2659_2015-06-15,"tropical fruit,yogurt"
2659_2015-12-08,"brown bread,pip fruit"
2660_2014-03-20,"bottled water,whole milk"
2660_2014-09-11,"specialty chocolate,tropical fruit"
2661_2014-08-28,"napkins,rolls/buns"
2661_2014-12-05,"other vegetables,soda"
2661_2014-12-14,"waffles,whole milk"
2661_2015-05-01,"bottled water,tropical fruit"
2662_2014-02-03,"root vegetables,soda"
2662_2014-08-03,"pickled vegetables,sausage"
2662_2014-12-05,"artif. sweetener,tropical fruit"
2663_2014-01-20,"canned beer,kitchen towels,tropical fruit"
2663_2014-03-30,"other vegetables,packaged fruit/vegetables,shopping bags"
2663_2014-05-13,bottled water
2663_2014-08-02,"other vegetables,waffles"
2663_2014-11-15,"shopping bags,tropical fruit"
2663_2015-05-18,"canned beer,cat food,ham,whipped/sour cream"
2663_2015-05-28,"berries,whole milk,yogurt"
2663_2015-09-10,"chicken,pastry"
2663_2015-10-21,"bottled beer,chocolate,rum,sausage,semi-finished bread,whole milk"
2664_2014-01-08,"citrus fruit,pickled vegetables"
2664_2014-10-08,"chicken,domestic eggs"
2664_2015-09-20,"chicken,domestic eggs,pasta,sausage"
2665_2014-10-11,"chocolate marshmallow,specialty chocolate"
2665_2015-04-13,"detergent,frozen potato products"
2666_2014-04-11,"frozen vegetables,pastry"
2666_2014-05-16,"margarine,soda"
2666_2014-05-23,"bottled beer,frozen vegetables"
2666_2014-05-26,"chocolate,whole milk"
2666_2014-09-01,"UHT-milk,root vegetables"
2666_2015-04-06,"UHT-milk,dessert,sausage,whole milk"
2666_2015-12-14,"fruit/vegetable juice,meat"
2667_2014-10-22,"domestic eggs,root vegetables"
2667_2015-06-16,"frankfurter,fruit/vegetable juice,shopping bags"
2668_2014-12-01,"other vegetables,whole milk"
2669_2014-03-20,"whipped/sour cream,white bread"
2669_2014-03-24,"brown bread,cat food,pastry,rolls/buns"
2669_2015-03-29,"bottled beer,frankfurter,pastry"
2669_2015-09-24,"onions,pip fruit"
2670_2014-08-15,"brown bread,whole milk"
2670_2015-04-29,"berries,onions,pip fruit,yogurt"
2671_2014-04-25,"pip fruit,whole milk"
2671_2014-06-04,"salty snack,whole milk"
2671_2014-12-02,"pip fruit,white wine"
2671_2015-07-27,"chewing gum,sugar"
2672_2014-05-22,"flour,soda"
2672_2015-01-17,"frozen meals,pastry,sausage,yogurt"
2672_2015-03-09,"ham,liquor (appetizer)"
2672_2015-07-12,"beverages,waffles"
2672_2015-11-26,"frankfurter,pastry"
2673_2014-04-22,"coffee,yogurt"
2673_2014-04-23,"root vegetables,soda"
2673_2014-12-16,yogurt
2673_2015-12-10,"canned beer,yogurt"
2674_2014-05-01,"butter,root vegetables"
2674_2014-05-19,"chicken,grapes"
2674_2014-09-03,"chewing gum,soda"
2675_2014-09-01,"UHT-milk,cling film/bags"
2675_2015-09-10,"margarine,rolls/buns"
2675_2015-09-15,"canned beer,rolls/buns"
2676_2014-01-10,"candy,other vegetables"
2676_2014-10-06,"citrus fruit,soda"
2676_2015-04-07,"liver loaf,newspapers,white wine"
2676_2015-08-15,"baking powder,canned beer,chicken,rolls/buns,whipped/sour cream"
2676_2015-11-07,"bottled water,margarine"
2677_2015-12-07,"UHT-milk,sausage"
2677_2015-12-23,"root vegetables,sausage,soft cheese,whole milk"
2678_2015-03-20,"finished products,fruit/vegetable juice,rolls/buns,tropical fruit,whole milk"
2678_2015-04-04,"chocolate,whipped/sour cream"
2678_2015-09-21,"berries,rolls/buns"
2678_2015-11-28,"cream cheese ,dessert"
2679_2014-08-31,"rolls/buns,soda"
2679_2014-11-14,"liqueur,yogurt"
2679_2014-12-16,"chocolate marshmallow,curd cheese"
2680_2014-03-16,"frozen meals,other vegetables"
2680_2014-11-23,"instant coffee,rolls/buns"
2680_2015-01-03,"sausage,yogurt"
2680_2015-08-11,"citrus fruit,sweet spreads"
2681_2014-09-04,"cream cheese ,pork"
2681_2015-02-24,"pastry,soda"
2681_2015-05-02,"beef,fruit/vegetable juice"
2682_2014-02-20,other vegetables
2682_2015-01-20,"canned beer,whole milk"
2682_2015-06-16,"soda,whole milk"
2682_2015-06-28,"bottled beer,sausage"
2682_2015-12-01,"cream cheese ,herbs,root vegetables"
2683_2014-04-04,"beverages,candles"
2683_2015-01-18,"berries,red/blush wine"
2683_2015-08-11,"flower (seeds),rolls/buns,soda"
2684_2015-01-11,"citrus fruit,rolls/buns,salt"
2685_2014-02-11,"citrus fruit,whole milk"
2685_2014-04-12,"butter,fruit/vegetable juice,soda"
2685_2014-12-06,"rolls/buns,seasonal products"
2685_2015-07-19,"frankfurter,other vegetables"
2685_2015-10-07,"bottled water,butter,yogurt"
2686_2014-12-09,"soda,whole milk"
2686_2014-12-20,"pastry,ready soups"
2687_2014-08-09,"detergent,rolls/buns,shopping bags"
2687_2014-12-16,"curd,frozen fish,spices"
2687_2015-07-31,"fruit/vegetable juice,instant coffee,long life bakery product,rolls/buns,sausage,shopping bags,sweet spreads"
2687_2015-09-14,"mustard,root vegetables"
2688_2014-01-23,"brown bread,roll products ,sliced cheese"
2688_2014-10-18,"canned beer,whipped/sour cream"
2688_2014-12-21,"pastry,whole milk"
2688_2015-04-11,"canned vegetables,sausage"
2688_2015-11-22,"canned fish,dish cleaner,whole milk"
2689_2014-04-19,"brown bread,long life bakery product"
2689_2014-08-27,"canned fish,curd"
2689_2015-01-11,"bottled beer,whole milk"
2689_2015-04-30,"bottled water,curd,hard cheese,nuts/prunes,rolls/buns,root vegetables,sausage,whole milk"
2690_2014-01-02,"grapes,rolls/buns"
2690_2015-03-06,"chicken,whole milk"
2690_2015-04-01,"other vegetables,whole milk"
2690_2015-05-01,"other vegetables,root vegetables,white wine"
2690_2015-10-17,"canned beer,liquor"
2690_2015-10-20,"UHT-milk,cream,frankfurter,soda"
2690_2015-11-04,"cream cheese ,sugar"
2691_2015-02-05,"citrus fruit,pip fruit"
2691_2015-03-09,"liver loaf,rolls/buns"
2691_2015-09-07,"domestic eggs,frankfurter"
2691_2015-10-09,"beef,tropical fruit"
2691_2015-11-04,"bags,other vegetables"
2692_2014-06-23,"hygiene articles,pastry,root vegetables,soda"
2692_2014-10-04,"butter,sugar"
2692_2015-10-09,"UHT-milk,beef,butter milk,white wine"
2693_2014-02-14,"bottled water,coffee,liqueur"
2693_2014-05-21,"mayonnaise,white bread"
2693_2015-08-17,"frankfurter,yogurt"
2693_2015-11-02,"beef,bottled beer,brown bread,specialty fat"
2694_2014-02-21,"hard cheese,pip fruit"
2694_2014-05-09,"pastry,pip fruit"
2694_2014-10-09,rolls/buns
2694_2015-06-19,"bottled beer,root vegetables,sausage"
2694_2015-11-21,"pip fruit,tropical fruit"
2694_2015-11-24,"frozen fish,ham,hard cheese,pip fruit,pot plants,shopping bags,whole milk"
2695_2014-08-04,"UHT-milk,frozen meals"
2695_2015-01-07,"bottled beer,whole milk"
2695_2015-07-04,"UHT-milk,hamburger meat,pork,tropical fruit"
2696_2014-10-17,"butter,rolls/buns"
2696_2014-11-23,"bottled water,dishes"
2696_2014-12-23,"seasonal products,whole milk"
2696_2015-05-09,"curd,margarine,sausage"
2696_2015-09-02,"other vegetables,pip fruit"
2697_2014-02-17,"berries,dishes"
2697_2014-07-07,"coffee,soft cheese"
2698_2014-03-31,"bottled water,whole milk"
2698_2014-10-14,"other vegetables,whole milk"
2698_2015-01-24,"beef,chewing gum,pastry,yogurt"
2699_2014-05-07,"nuts/prunes,soda"
2699_2014-07-18,"butter,sauces"
2699_2014-12-03,"sliced cheese,yogurt"
2699_2015-04-18,"other vegetables,whole milk"
2699_2015-11-28,"pastry,whipped/sour cream"
2700_2015-01-22,"soda,tropical fruit"
2700_2015-05-13,"hamburger meat,yogurt"
2700_2015-10-18,"candy,specialty cheese"
2700_2015-11-15,"bottled beer,canned fish,yogurt"
2701_2014-03-12,"butter,red/blush wine,soda"
2701_2014-04-30,"chocolate marshmallow,salt"
2701_2014-05-03,"ham,spread cheese"
2701_2014-06-17,"rolls/buns,salty snack"
2701_2014-08-16,"margarine,whole milk"
2702_2014-09-08,"other vegetables,pastry"
2702_2014-11-12,"bottled water,brown bread"
2702_2015-04-08,"bottled water,tropical fruit,whipped/sour cream"
2702_2015-05-27,"pork,whipped/sour cream"
2703_2014-09-29,"citrus fruit,specialty fat"
2703_2015-03-27,"bottled water,hamburger meat"
2703_2015-05-08,"canned beer,dishes"
2703_2015-09-21,"canned beer,ham,soups"
2704_2014-08-02,"bottled beer,vinegar,whole milk"
2704_2015-11-18,"frankfurter,red/blush wine,rolls/buns"
2705_2014-07-25,"shopping bags,whole milk"
2705_2014-12-20,"root vegetables,sweet spreads"
2705_2015-11-16,"hamburger meat,meat"
